Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Predicted_Attrition,Attrition_Probability,Risk_Category,Prediction_Status,Confidence_Level
28,No,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,3,Male,96,1,2,Manufacturing Director,2,Married,6549,3173,1,No,14,3,2,2,8,2,2,8,6,1,7,No,0.2284359696277838,Low,Correct,Moderate
33,No,Travel_Rarely,516,Research & Development,8,5,Life Sciences,4,Male,69,3,2,Healthcare Representative,3,Single,6388,22049,2,Yes,17,3,1,0,14,6,3,0,0,0,0,No,0.39713478735229996,Low,Correct,Low
32,No,Travel_Rarely,495,Research & Development,10,3,Medical,3,Male,64,3,3,Manager,4,Single,11244,21072,2,No,25,4,2,0,10,5,4,5,2,0,0,No,0.4376216623495065,Medium,Correct,Low
54,No,Travel_Frequently,1050,Research & Development,11,4,Medical,2,Female,87,3,4,Manager,4,Divorced,16032,24456,3,No,20,4,1,1,26,2,3,14,9,1,12,No,0.035268845463038746,Low,Correct,Very High
29,Yes,Travel_Rarely,224,Research & Development,1,4,Technical Degree,1,Male,100,2,1,Research Scientist,1,Single,2362,7568,6,No,13,3,3,0,11,2,1,9,7,0,7,Yes,0.6789322449849001,Medium,Correct,Low
44,No,Travel_Rarely,136,Research & Development,28,3,Life Sciences,4,Male,32,3,4,Research Director,1,Married,16328,22074,3,No,13,3,3,1,24,1,4,20,6,14,17,No,0.26294237661796904,Low,Correct,Moderate
39,No,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,2,Female,32,3,3,Manufacturing Director,2,Single,8376,9150,4,No,18,3,4,0,9,3,3,2,0,2,2,No,0.3971568017907647,Low,Correct,Low
46,No,Travel_Rarely,228,Sales,3,3,Life Sciences,3,Female,51,3,4,Manager,2,Married,16606,11380,8,No,12,3,4,1,23,2,4,13,12,5,1,No,0.20846812462546685,Low,Correct,Moderate
35,No,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,4,Female,91,2,3,Healthcare Representative,2,Single,8606,21195,1,No,19,3,4,0,11,3,1,11,8,3,3,Yes,0.5396366620669503,Medium,Incorrect,Low
23,No,Travel_Rarely,507,Research & Development,20,1,Life Sciences,1,Male,97,3,2,Laboratory Technician,3,Single,2272,24812,0,No,14,3,2,0,5,2,3,4,3,1,2,Yes,0.8276192242513861,High,Incorrect,High
40,Yes,Travel_Rarely,676,Research & Development,9,4,Life Sciences,4,Male,86,3,1,Laboratory Technician,1,Single,2018,21831,3,No,14,3,2,0,15,3,1,5,4,1,0,Yes,0.6356231002377978,Medium,Correct,Low
34,No,Travel_Rarely,971,Sales,1,3,Technical Degree,4,Male,64,2,3,Sales Executive,3,Married,7083,12288,1,Yes,14,3,4,0,10,3,3,10,9,8,6,No,0.373635126720901,Low,Correct,Low
31,Yes,Travel_Frequently,561,Research & Development,3,3,Life Sciences,4,Female,33,3,1,Research Scientist,3,Single,4084,4156,1,No,12,3,1,0,7,2,1,7,2,7,7,No,0.31210064752218647,Low,Incorrect,Low
50,No,Travel_Frequently,333,Research & Development,22,5,Medical,3,Male,88,1,4,Research Director,4,Single,14411,24450,1,Yes,13,3,4,0,32,2,3,32,6,13,9,Yes,0.9457024985691374,High,Incorrect,Very High
34,No,Travel_Rarely,1440,Sales,7,2,Technical Degree,2,Male,55,3,1,Sales Representative,3,Married,2308,4944,0,Yes,25,4,2,1,12,4,3,11,10,5,7,No,0.2539377974388131,Low,Correct,Moderate
42,No,Travel_Rarely,1210,Research & Development,2,3,Medical,3,Male,68,2,1,Laboratory Technician,2,Married,4841,24052,4,No,14,3,2,1,4,3,3,1,0,0,0,Yes,0.5572784184878709,Medium,Incorrect,Low
37,No,Travel_Rarely,674,Research & Development,13,3,Medical,1,Male,47,3,2,Research Scientist,4,Married,4285,3031,1,No,17,3,1,0,10,2,3,10,8,3,7,No,0.17564183602861808,Low,Correct,High
29,No,Travel_Rarely,441,Research & Development,8,1,Other,3,Female,39,1,2,Healthcare Representative,1,Married,9715,7288,3,No,13,3,3,1,9,3,3,7,7,0,7,No,0.0683284541685527,Low,Correct,Very High
33,No,Travel_Rarely,575,Research & Development,25,3,Life Sciences,4,Male,44,2,2,Manufacturing Director,2,Single,4320,24152,1,No,13,3,4,0,5,2,3,5,3,0,2,Yes,0.5894156810650852,Medium,Incorrect,Low
45,No,Travel_Rarely,950,Research & Development,28,3,Technical Degree,4,Male,97,3,1,Research Scientist,4,Married,2132,4585,4,No,20,4,4,1,8,3,3,5,4,0,3,No,0.3714840295159679,Low,Correct,Low
42,No,Travel_Frequently,288,Research & Development,2,3,Life Sciences,4,Male,40,3,3,Healthcare Representative,4,Married,10124,18611,2,Yes,14,3,3,1,24,3,1,20,8,13,9,No,0.2524221514754431,Low,Correct,Moderate
40,No,Travel_Rarely,1342,Sales,9,2,Medical,1,Male,47,3,2,Sales Executive,1,Married,5473,19345,0,No,12,3,4,0,9,5,4,8,4,7,1,Yes,0.7697281145927747,High,Incorrect,Moderate
33,No,Travel_Rarely,589,Research & Development,28,4,Life Sciences,2,Male,79,3,2,Laboratory Technician,3,Married,5207,22949,1,Yes,12,3,2,1,15,3,3,15,14,5,7,Yes,0.517281325360016,Medium,Incorrect,Low
40,No,Travel_Rarely,898,Human Resources,6,2,Medical,3,Male,38,3,4,Manager,4,Single,16437,17381,1,Yes,21,4,4,0,21,2,3,21,7,7,7,No,0.3633851856726079,Low,Correct,Low
24,No,Travel_Rarely,350,Research & Development,21,2,Technical Degree,3,Male,57,2,1,Laboratory Technician,1,Divorced,2296,10036,0,No,14,3,2,3,2,3,3,1,1,0,0,No,0.43947636745252355,Medium,Correct,Low
40,No,Non-Travel,1142,Research & Development,8,2,Life Sciences,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069,8841,3,Yes,18,3,3,0,8,2,3,2,2,2,2,No,0.31880715366924345,Low,Correct,Low
45,No,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,Male,66,3,3,Healthcare Representative,2,Divorced,7441,20933,1,No,12,3,1,3,10,4,3,10,8,7,7,No,0.25440697604458823,Low,Correct,Moderate
35,No,Travel_Rarely,1402,Sales,28,4,Life Sciences,2,Female,98,2,1,Sales Representative,3,Married,2430,26204,0,No,23,4,1,2,6,5,3,5,3,4,2,Yes,0.8626766793793194,High,Incorrect,High
32,No,Travel_Rarely,824,Research & Development,5,2,Life Sciences,4,Female,67,2,2,Research Scientist,2,Married,5878,15624,3,No,12,3,1,1,12,2,3,7,1,2,5,No,0.19732260211168207,Low,Correct,High
36,No,Travel_Rarely,1157,Sales,2,4,Life Sciences,3,Male,70,3,1,Sales Representative,4,Single,2644,17001,3,Yes,21,4,4,0,7,3,2,3,2,1,2,Yes,0.6873751400407546,Medium,Incorrect,Low
48,No,Travel_Rarely,492,Sales,16,4,Life Sciences,3,Female,96,3,2,Sales Executive,3,Divorced,6439,13693,8,No,14,3,3,1,18,2,3,8,7,7,7,Yes,0.5946401598821236,Medium,Incorrect,Low
29,No,Travel_Rarely,598,Research & Development,9,3,Life Sciences,3,Male,91,4,1,Research Scientist,3,Married,2451,22376,6,No,18,3,1,2,5,2,2,1,0,0,0,Yes,0.5627368119417336,Medium,Incorrect,Low
33,No,Travel_Rarely,1242,Sales,8,4,Life Sciences,1,Male,46,3,2,Sales Executive,1,Married,6392,10589,2,No,13,3,4,1,8,6,1,2,2,2,2,No,0.444495783174205,Medium,Correct,Low
30,Yes,Travel_Rarely,740,Sales,1,3,Life Sciences,2,Male,64,2,2,Sales Executive,1,Married,9714,5323,1,No,11,3,4,1,10,4,3,10,8,6,7,No,0.2515240854008324,Low,Incorrect,Moderate
38,No,Travel_Frequently,888,Human Resources,10,4,Human Resources,3,Male,71,3,2,Human Resources,3,Married,6077,14814,3,No,11,3,3,0,10,2,3,6,3,1,2,No,0.4850259051618618,Medium,Correct,Low
35,No,Travel_Rarely,992,Research & Development,1,3,Medical,4,Male,68,2,1,Laboratory Technician,1,Single,2450,21731,1,No,19,3,2,0,3,3,3,3,0,1,2,Yes,0.6714770448980594,Medium,Incorrect,Low
30,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,3,Male,33,3,3,Sales Executive,2,Married,9250,17799,3,No,12,3,2,1,9,3,3,4,2,1,3,Yes,0.5052995801932004,Medium,Incorrect,Low
35,Yes,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,Female,69,3,1,Laboratory Technician,1,Divorced,2074,26619,1,Yes,12,3,4,1,1,2,3,1,0,0,0,Yes,0.8228376686785581,High,Correct,High
53,Yes,Travel_Rarely,607,Research & Development,2,5,Technical Degree,3,Female,78,2,3,Manufacturing Director,4,Married,10169,14618,0,No,16,3,2,1,34,4,3,33,7,1,9,No,0.09465663433111146,Low,Incorrect,Very High
38,Yes,Travel_Rarely,903,Research & Development,2,3,Medical,3,Male,81,3,2,Manufacturing Director,2,Married,4855,7653,4,No,11,3,1,2,7,2,3,5,2,1,4,No,0.2286471648549989,Low,Incorrect,Moderate
32,No,Non-Travel,1200,Research & Development,1,4,Technical Degree,4,Male,62,3,2,Research Scientist,1,Married,4087,25174,4,No,14,3,2,1,9,3,2,6,5,1,2,No,0.2961028169979982,Low,Correct,Moderate
48,No,Travel_Rarely,1108,Research & Development,15,4,Other,3,Female,65,3,1,Research Scientist,1,Married,2367,16530,8,No,12,3,4,1,10,3,2,8,2,7,6,Yes,0.80153311851792,High,Incorrect,High
34,No,Travel_Rarely,479,Research & Development,7,4,Medical,1,Male,35,3,1,Research Scientist,4,Single,2972,22061,1,No,13,3,3,0,1,4,1,1,0,0,0,Yes,0.6004057648492741,Medium,Incorrect,Low
55,No,Travel_Rarely,685,Sales,26,5,Marketing,3,Male,60,2,5,Manager,4,Married,19586,23037,1,No,21,4,3,1,36,3,3,36,6,2,13,No,0.3149057717531024,Low,Correct,Low
34,No,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,2,Male,45,3,2,Research Scientist,4,Married,5484,13008,9,No,17,3,2,1,9,3,2,2,2,2,1,No,0.3971776256995903,Low,Correct,Low
26,No,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,Female,89,3,1,Research Scientist,4,Married,2061,11133,1,No,21,4,1,0,1,5,3,1,0,0,0,Yes,0.6399931294475412,Medium,Incorrect,Low
38,No,Travel_Rarely,1245,Sales,14,3,Life Sciences,3,Male,80,3,2,Sales Executive,2,Married,9924,12355,0,No,11,3,4,1,10,3,3,9,8,7,7,No,0.2411317772107511,Low,Correct,Moderate
38,No,Travel_Rarely,437,Sales,16,3,Life Sciences,2,Female,90,3,2,Sales Executive,2,Single,4198,16379,2,No,12,3,2,0,8,5,4,3,2,1,2,Yes,0.8011830538212782,High,Incorrect,High
36,No,Travel_Rarely,884,Sales,1,4,Life Sciences,2,Female,73,3,2,Sales Executive,3,Single,6815,21447,6,No,13,3,1,0,15,5,3,1,0,0,0,Yes,0.6276692829163303,Medium,Incorrect,Low
29,No,Travel_Rarely,1370,Research & Development,3,1,Medical,2,Male,87,3,1,Laboratory Technician,1,Single,4723,16213,1,Yes,18,3,4,0,10,3,3,10,9,1,5,No,0.4260207086823254,Medium,Correct,Low
35,No,Travel_Rarely,670,Research & Development,10,4,Medical,1,Female,51,3,2,Healthcare Representative,3,Single,6142,4223,3,Yes,16,3,3,0,10,4,3,5,2,0,4,No,0.4934106695584116,Medium,Correct,Low
39,No,Travel_Rarely,1462,Sales,6,3,Medical,4,Male,38,4,3,Sales Executive,3,Married,8237,4658,2,No,11,3,1,1,11,3,3,7,6,7,6,No,0.09650473609925452,Low,Correct,Very High
29,No,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,24483,1,No,19,3,4,1,6,0,4,6,4,1,3,No,0.29447217280015814,Low,Correct,Moderate
50,No,Travel_Rarely,264,Sales,9,3,Marketing,3,Male,59,3,5,Manager,3,Married,19331,19519,4,Yes,16,3,3,1,27,2,3,1,0,0,0,No,0.09114892318567608,Low,Correct,Very High
23,No,Travel_Rarely,977,Research & Development,10,3,Technical Degree,4,Male,45,4,1,Research Scientist,3,Married,2073,12826,2,No,16,3,4,1,4,2,3,2,2,2,2,No,0.14742532302742467,Low,Correct,High
36,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,Male,80,4,2,Laboratory Technician,1,Married,5562,19711,3,Yes,13,3,4,1,9,3,3,3,2,0,2,Yes,0.6335571101636726,Medium,Incorrect,Low
42,No,Travel_Rarely,1059,Research & Development,9,2,Other,4,Male,93,2,5,Manager,4,Single,19613,26362,8,No,22,4,4,0,24,2,3,1,0,0,1,No,0.18526701650250468,Low,Correct,High
35,No,Travel_Rarely,750,Research & Development,28,3,Life Sciences,2,Male,46,4,2,Laboratory Technician,3,Married,3407,25348,1,No,17,3,4,2,10,3,2,10,9,6,8,No,0.25815193143276755,Low,Correct,Moderate
34,No,Travel_Frequently,653,Research & Development,10,4,Technical Degree,4,Male,92,2,2,Healthcare Representative,3,Married,5063,15332,1,No,14,3,2,1,8,3,2,8,2,7,7,Yes,0.5510032492917402,Medium,Incorrect,Low
40,No,Travel_Rarely,118,Sales,14,2,Life Sciences,4,Female,84,3,2,Sales Executive,1,Married,4639,11262,1,No,15,3,3,1,5,2,3,5,4,1,2,No,0.49830995526104466,Medium,Correct,Low
43,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,4,Male,87,4,1,Laboratory Technician,2,Divorced,4876,5855,5,No,12,3,3,1,8,0,3,6,4,0,2,Yes,0.5898907163707604,Medium,Incorrect,Low
35,No,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,3,Male,63,2,1,Laboratory Technician,4,Married,2690,7713,1,No,18,3,4,1,1,5,2,1,0,0,1,No,0.25443084492578266,Low,Correct,Moderate
46,No,Travel_Rarely,563,Sales,1,4,Life Sciences,4,Male,56,4,4,Manager,1,Single,17567,3156,1,No,15,3,2,0,27,5,1,26,0,0,12,No,0.171361528818129,Low,Correct,High
28,Yes,Travel_Rarely,329,Research & Development,24,3,Medical,3,Male,51,3,1,Laboratory Technician,2,Married,2408,7324,1,Yes,17,3,3,3,1,3,3,1,1,0,0,No,0.48339764974104116,Medium,Incorrect,Low
22,No,Non-Travel,457,Research & Development,26,2,Other,2,Female,85,2,1,Research Scientist,3,Married,2814,10293,1,Yes,14,3,2,0,4,2,2,4,2,1,3,Yes,0.7611602023375771,High,Incorrect,Moderate
50,No,Travel_Frequently,1234,Research & Development,20,5,Medical,2,Male,41,3,4,Healthcare Representative,3,Married,11245,20689,2,Yes,15,3,3,1,32,3,3,30,8,12,13,Yes,0.5680206211239904,Medium,Incorrect,Low
32,No,Travel_Rarely,634,Research & Development,5,4,Other,2,Female,35,4,1,Research Scientist,4,Married,3312,18783,3,No,17,3,4,2,6,3,3,3,2,0,2,No,0.09453532361082066,Low,Correct,Very High
44,No,Travel_Rarely,1313,Research & Development,7,3,Medical,2,Female,31,3,5,Research Director,4,Divorced,19049,3549,0,Yes,14,3,4,1,23,4,2,22,7,1,10,No,0.02175423214764585,Low,Correct,Very High
30,No,Travel_Rarely,241,Research & Development,7,3,Medical,2,Male,48,2,1,Research Scientist,2,Married,2141,5348,1,No,12,3,2,1,6,3,2,6,4,1,1,No,0.3448720814664138,Low,Correct,Low
45,No,Travel_Rarely,1015,Research & Development,5,5,Medical,3,Female,50,1,2,Laboratory Technician,1,Single,5769,23447,1,Yes,14,3,1,0,10,3,3,10,7,1,4,Yes,0.6677643045423538,Medium,Incorrect,Low
45,No,Non-Travel,336,Sales,26,3,Marketing,1,Male,52,2,2,Sales Executive,1,Married,4385,24162,1,No,15,3,1,1,10,2,3,10,7,4,5,Yes,0.856057100938237,High,Incorrect,High
31,No,Travel_Frequently,715,Sales,2,4,Other,4,Male,54,3,2,Sales Executive,1,Single,5332,21602,7,No,13,3,4,0,10,3,3,5,2,0,3,Yes,0.7023488414163536,High,Incorrect,Moderate
36,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,3,Female,76,3,2,Manufacturing Director,3,Married,4663,12421,9,Yes,12,3,2,2,7,2,3,3,2,1,1,Yes,0.7179315913076909,High,Incorrect,Moderate
34,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,No,13,3,1,1,9,3,3,9,7,7,2,No,0.39577010937115403,Low,Correct,Low
49,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,3,Female,84,3,1,Laboratory Technician,1,Married,3211,22102,1,No,14,3,4,1,10,3,2,9,6,1,4,Yes,0.5437222917352911,Medium,Incorrect,Low
39,No,Travel_Rarely,1387,Research & Development,10,5,Medical,2,Male,76,3,2,Manufacturing Director,1,Married,5377,3835,2,No,13,3,4,3,10,3,3,7,7,7,7,No,0.14035159172305642,Low,Correct,High
27,No,Travel_Rarely,1302,Research & Development,19,3,Other,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,16290,1,No,11,3,1,2,7,3,3,7,7,0,7,No,0.14574204175061042,Low,Correct,High
35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,2,Male,48,4,2,Research Scientist,1,Married,5208,26312,1,No,11,3,4,0,16,2,3,16,15,1,10,No,0.0876469514894294,Low,Correct,Very High
28,No,Travel_Rarely,580,Research & Development,27,3,Medical,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,20460,0,No,21,4,2,1,6,5,2,5,3,0,0,Yes,0.7190246813030879,High,Incorrect,Moderate
21,No,Travel_Rarely,546,Research & Development,5,1,Medical,3,Male,97,3,1,Research Scientist,4,Single,3117,26009,1,No,18,3,3,0,3,2,3,2,2,2,2,No,0.4617535789402563,Medium,Correct,Low
18,Yes,Travel_Frequently,544,Sales,3,2,Medical,2,Female,70,3,1,Sales Representative,4,Single,1569,18420,1,Yes,12,3,3,0,0,2,4,0,0,0,0,Yes,0.7918474764022375,High,Correct,Moderate
47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,4,Female,98,3,5,Manager,3,Married,19658,5220,3,No,11,3,3,1,27,2,3,5,2,1,0,No,0.07334633061082721,Low,Correct,Very High
39,No,Travel_Rarely,170,Research & Development,3,2,Medical,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069,10302,0,No,15,3,4,1,11,3,3,10,8,0,7,No,0.06508271374850469,Low,Correct,Very High
40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,Female,80,2,3,Manufacturing Director,3,Married,10435,25800,1,No,13,3,4,2,18,2,3,18,15,14,12,No,0.2285848957648614,Low,Correct,Moderate
35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,3,Female,52,3,2,Healthcare Representative,3,Married,4148,12250,1,No,12,3,4,1,15,5,3,14,11,2,9,No,0.03686942205867895,Low,Correct,Very High
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,3,Male,85,3,2,Manufacturing Director,3,Married,5768,26493,3,No,17,3,1,3,9,2,2,4,3,0,2,No,0.2762235413727821,Low,Correct,Moderate
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,Female,81,3,2,Manufacturing Director,3,Single,5042,3140,0,No,13,3,4,0,10,2,1,9,2,3,8,No,0.3589078967338814,Low,Correct,Low
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,No,19,3,1,2,10,3,3,10,7,3,9,No,0.022671334943768745,Low,Correct,Very High
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,4,Female,54,2,3,Manufacturing Director,3,Married,7756,14199,3,Yes,19,3,4,1,10,6,4,5,4,0,2,No,0.11335357884384131,Low,Correct,High
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,4,Male,55,2,3,Sales Executive,1,Married,10306,21530,9,No,17,3,3,0,15,3,3,13,12,6,0,Yes,0.8465253334283712,High,Correct,High
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,2,Female,71,3,1,Research Scientist,2,Married,3936,9953,1,No,11,3,1,1,8,2,1,8,4,7,7,No,0.3682280489010503,Low,Correct,Low
40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,3,Female,84,3,3,Manufacturing Director,4,Single,7945,19948,6,Yes,15,3,4,0,18,2,2,4,2,3,3,Yes,0.5666613527320989,Medium,Incorrect,Low
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,Male,37,3,2,Human Resources,4,Married,5743,10503,4,Yes,11,3,3,0,14,3,3,10,7,0,2,No,0.424070656690215,Medium,Correct,Low
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,3,Male,89,2,4,Manager,4,Married,15202,5602,2,No,25,4,2,1,23,3,3,2,2,2,2,No,0.05649864003495846,Low,Correct,Very High
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,Male,59,1,2,Sales Executive,4,Divorced,5440,22098,6,Yes,14,3,4,2,7,2,2,2,2,2,2,Yes,0.7857997911674609,High,Correct,Moderate
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,Female,32,3,1,Research Scientist,4,Single,3760,17218,1,Yes,13,3,3,0,6,2,3,6,3,1,3,No,0.4513977553762397,Medium,Correct,Low
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,2,Female,86,4,1,Research Scientist,3,Married,3517,22490,7,No,17,3,1,0,5,0,3,3,2,0,2,Yes,0.7155889820683119,High,Incorrect,Moderate
27,No,Travel_Frequently,591,Research & Development,2,3,Medical,4,Male,87,3,1,Research Scientist,4,Single,2580,6297,2,No,13,3,3,0,6,0,2,4,2,1,2,No,0.32678821962043936,Low,Correct,Low
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,Male,73,3,1,Laboratory Technician,1,Single,2166,3339,3,Yes,14,3,2,0,10,3,1,4,2,0,3,Yes,0.7550855165235472,High,Correct,Moderate
29,No,Travel_Rarely,469,Sales,10,3,Medical,3,Male,42,2,2,Sales Executive,3,Single,5869,23413,9,No,11,3,3,0,8,2,3,5,2,1,4,Yes,0.8209559503878989,High,Incorrect,High
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,2,Female,42,3,3,Healthcare Representative,1,Married,8008,22792,4,No,12,3,3,2,9,6,3,3,2,0,2,No,0.2293969818233376,Low,Correct,Moderate
25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206,4973,1,No,17,3,3,2,7,6,3,7,7,0,7,No,0.021364251094019848,Low,Correct,Very High
39,No,Travel_Rarely,492,Research & Development,12,3,Medical,4,Male,66,3,2,Manufacturing Director,2,Married,5295,7693,4,No,21,4,3,0,7,3,3,5,4,1,0,Yes,0.5252788837683284,Medium,Incorrect,Low
49,No,Travel_Rarely,301,Research & Development,22,4,Other,1,Female,72,3,4,Research Director,2,Married,16413,3498,3,No,16,3,2,2,27,2,3,4,2,1,2,No,0.07006855227916466,Low,Correct,Very High
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,4,Female,50,2,3,Research Director,1,Divorced,13269,21981,5,No,15,3,3,3,19,3,3,14,11,1,11,No,0.03256834924477975,Low,Correct,Very High
20,No,Travel_Rarely,1141,Sales,2,3,Medical,3,Female,31,3,1,Sales Representative,3,Single,2783,13251,1,No,19,3,1,0,2,3,3,2,2,2,2,No,0.4479848420545885,Medium,Correct,Low
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,4,Female,66,3,2,Research Scientist,2,Divorced,5433,19332,1,No,12,3,3,1,11,2,3,11,8,7,9,No,0.09942248537111924,Low,Correct,Very High
36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,Male,77,3,1,Laboratory Technician,2,Single,2013,10950,2,No,11,3,3,0,15,4,3,4,3,1,3,No,0.44795306777819005,Medium,Correct,Low
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,3,Female,41,2,4,Healthcare Representative,3,Married,13966,11652,2,Yes,19,3,2,1,30,3,3,15,11,2,12,No,0.005798477256439839,Low,Correct,Very High
36,No,Non-Travel,894,Research & Development,1,4,Medical,4,Female,33,2,2,Manufacturing Director,3,Married,4374,15411,0,No,15,3,3,0,4,6,3,3,2,1,2,No,0.12335046308067274,Low,Correct,High
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,26308,6,No,20,4,1,1,13,3,3,5,4,0,4,No,0.2650956636443207,Low,Correct,Moderate
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,2,Female,91,3,4,Manager,3,Married,17426,18685,3,No,25,4,3,1,36,6,3,10,8,4,7,No,0.03329620268509602,Low,Correct,Very High
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,3,Male,65,2,4,Research Director,3,Married,17603,3525,1,No,24,4,1,1,14,3,3,14,10,6,11,No,0.0737688028486057,Low,Correct,Very High
35,Yes,Travel_Frequently,880,Sales,12,4,Other,4,Male,36,3,2,Sales Executive,4,Single,4581,10414,3,Yes,24,4,1,0,13,2,4,11,9,6,7,Yes,0.557368745827268,Medium,Correct,Low
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,No,15,3,4,2,19,4,4,13,11,2,9,No,0.02606283908167848,Low,Correct,Very High
29,No,Travel_Rarely,991,Sales,5,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,4187,3356,1,Yes,13,3,2,1,10,3,2,10,0,0,9,No,0.43072212373134616,Medium,Correct,Low
33,No,Travel_Rarely,392,Sales,2,4,Medical,4,Male,93,3,2,Sales Executive,4,Divorced,5505,3921,1,No,14,3,3,2,6,5,3,6,2,0,4,No,0.13636499267465443,Low,Correct,High
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,5470,25518,0,No,13,3,3,2,10,4,2,9,5,1,6,No,0.03958146582501997,Low,Correct,Very High
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,5476,22589,1,No,11,3,1,2,10,2,3,10,0,0,2,Yes,0.5117545998685054,Medium,Incorrect,Low
49,No,Travel_Rarely,464,Research & Development,16,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587,24941,4,Yes,16,3,2,1,17,2,2,2,2,2,2,No,0.49987777080558593,Medium,Correct,Low
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,2440,23826,1,No,22,4,2,0,4,3,3,4,3,3,3,Yes,0.6384483274903558,Medium,Incorrect,Low
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,15972,21086,6,No,14,3,3,3,29,2,3,3,2,1,2,No,0.022586102043098185,Low,Correct,Very High
49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,3,Male,36,3,4,Manager,3,Single,15379,22384,4,No,14,3,1,0,23,2,3,8,7,0,0,No,0.08722616661315095,Low,Correct,Very High
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,4,Male,80,3,3,Sales Executive,3,Single,7082,11591,3,Yes,16,3,4,0,21,2,3,2,0,0,2,No,0.34623939758604916,Low,Correct,Low
